"cemberut","5","Bahasa Batak Toba","Sumatera Utara"
"cerdas","5","Bahasa Batak Toba","Sumatera Utara"
"cicit","5","Bahasa Batak Toba","Sumatera Utara"
"cincin","5","Bahasa Batak Toba","Sumatera Utara"
"cinta","5","Bahasa Batak Toba","Sumatera Utara"
"Coklat","5","Bahasa Batak Toba","Sumatera Utara"
"cucu","5","Bahasa Batak Toba","Sumatera Utara"
"dalam","5","Bahasa Batak Toba","Sumatera Utara"
"dapat","5","Bahasa Batak Toba","Sumatera Utara"
"dapur","5","Bahasa Batak Toba","Sumatera Utara"
"debug","5","Bahasa Batak Toba","Sumatera Utara"
"delta","5","Bahasa Batak Toba","Sumatera Utara"
"dermawan","5","Bahasa Batak Toba","Sumatera Utara"
"desain","5","Bahasa Batak Toba","Sumatera Utara"
"detail","5","Bahasa Batak Toba","Sumatera Utara"
"doktor","5","Bahasa Batak Toba","Sumatera Utara"
"doktrin","5","Bahasa Batak Toba","Sumatera Utara"
"dokumen","5","Bahasa Batak Toba","Sumatera Utara"
"domba","5","Bahasa Batak Toba","Sumatera Utara"
"dosa","5","Bahasa Batak Toba","Sumatera Utara"
"duanya","5","Bahasa Batak Toba","Sumatera Utara"
"dubur","5","Bahasa Batak Toba","Sumatera Utara"
"duda","5","Bahasa Batak Toba","Sumatera Utara"
"duduk","5","Bahasa Batak Toba","Sumatera Utara"
"duitnya","5","Bahasa Batak Toba","Sumatera Utara"
"dukung","5","Bahasa Batak Toba","Sumatera Utara"
"dulunya","5","Bahasa Batak Toba","Sumatera Utara"
"dunia","5","Bahasa Batak Toba","Sumatera Utara"
"edarkan","5","Bahasa Batak Toba","Sumatera Utara"
"ekor","5","Bahasa Batak Toba","Sumatera Utara"
"Emas","5","Bahasa Batak Toba","Sumatera Utara"
"embun","5","Bahasa Batak Toba","Sumatera Utara"
"empat","5","Bahasa Batak Toba","Sumatera Utara"
"empedu","5","Bahasa Batak Toba","Sumatera Utara"
"empuk","5","Bahasa Batak Toba","Sumatera Utara"
"enak","5","Bahasa Batak Toba","Sumatera Utara"
"erat","5","Bahasa Batak Toba","Sumatera Utara"
"fasih","5","Bahasa Batak Toba","Sumatera Utara"
"februari","5","Bahasa Batak Toba","Sumatera Utara"
"foto","5","Bahasa Batak Toba","Sumatera Utara"
"fotonya","5","Bahasa Batak Toba","Sumatera Utara"
"gajah","5","Bahasa Batak Toba","Sumatera Utara"
"ganda","5","Bahasa Batak Toba","Sumatera Utara"
"ganteng","5","Bahasa Batak Toba","Sumatera Utara"
"garis","5","Bahasa Batak Toba","Sumatera Utara"
"gelang","5","Bahasa Batak Toba","Sumatera Utara"
"gerhana","5","Bahasa Batak Toba","Sumatera Utara"
"geser","5","Bahasa Batak Toba","Sumatera Utara"
"gesit","5","Bahasa Batak Toba","Sumatera Utara"
"gigi","5","Bahasa Batak Toba","Sumatera Utara"
"gila","5","Bahasa Batak Toba","Sumatera Utara"
"Gitar","5","Bahasa Batak Toba","Sumatera Utara"
"golok","5","Bahasa Batak Toba","Sumatera Utara"
"gorila","5","Bahasa Batak Toba","Sumatera Utara"
"gratisan","5","Bahasa Batak Toba","Sumatera Utara"
"gudang","5","Bahasa Batak Toba","Sumatera Utara"
"gula","5","Bahasa Batak Toba","Sumatera Utara"
"gulat","5","Bahasa Batak Toba","Sumatera Utara"
"gunanya","5","Bahasa Batak Toba","Sumatera Utara"
"guncang","5","Bahasa Batak Toba","Sumatera Utara"
"gunung","5","Bahasa Batak Toba","Sumatera Utara"
"gurih","5","Bahasa Batak Toba","Sumatera Utara"
"guru","5","Bahasa Batak Toba","Sumatera Utara"
"habis","5","Bahasa Batak Toba","Sumatera Utara"
"habis-habisan","5","Bahasa Batak Toba","Sumatera Utara"
"habiskan","5","Bahasa Batak Toba","Sumatera Utara"
"hadapi","5","Bahasa Batak Toba","Sumatera Utara"
"hadir","5","Bahasa Batak Toba","Sumatera Utara"
"hajat","5","Bahasa Batak Toba","Sumatera Utara"
"haji","5","Bahasa Batak Toba","Sumatera Utara"
"hak","5","Bahasa Batak Toba","Sumatera Utara"
"hakim","5","Bahasa Batak Toba","Sumatera Utara"
"hal","5","Bahasa Batak Toba","Sumatera Utara"
"halangi","5","Bahasa Batak Toba","Sumatera Utara"
"hambatan","5","Bahasa Batak Toba","Sumatera Utara"
"hangat","5","Bahasa Batak Toba","Sumatera Utara"
"hanyut","5","Bahasa Batak Toba","Sumatera Utara"
"harga","5","Bahasa Batak Toba","Sumatera Utara"
"harimau","5","Bahasa Batak Toba","Sumatera Utara"
"harimau/macan","5","Bahasa Batak Toba","Sumatera Utara"
"harinya","5","Bahasa Batak Toba","Sumatera Utara"
"harum","5","Bahasa Batak Toba","Sumatera Utara"
"harus","5","Bahasa Batak Toba","Sumatera Utara"
"hasilnya","5","Bahasa Batak Toba","Sumatera Utara"
"hati","5","Bahasa Batak Toba","Sumatera Utara"
"hati-hati","5","Bahasa Batak Toba","Sumatera Utara"
"hendak","5","Bahasa Batak Toba","Sumatera Utara"
"hendaknya","5","Bahasa Batak Toba","Sumatera Utara"
"herbivora","5","Bahasa Batak Toba","Sumatera Utara"
"heroik","5","Bahasa Batak Toba","Sumatera Utara"
"Hewan Peliharaan","5","Bahasa Batak Toba","Sumatera Utara"
"hiburan","5","Bahasa Batak Toba","Sumatera Utara"
"hidup","5","Bahasa Batak Toba","Sumatera Utara"
"hidupnya","5","Bahasa Batak Toba","Sumatera Utara"
